일시,지점,폭염여부(O/X),최고체감온도(°C),최고기온(°C),평균기온(°C),최저기온(°C),평균상대습도(%),폭염특보(O/X),폭염영향예보(단계),열대야(O/X),자외선지수(단계)
2022-09-23,천안(232),X,24.1,24,15.9,10.9,78.3,X, ,X,높음
2022-09-23,보령(235),X,23.5,22.4,17.4,13.1,72.8,X, ,X,높음
2022-09-23,부여(236),X,24.7,24.3,16.2,10.7,79.6,X, ,X,높음
2022-09-23,금산(238),X,24,23.6,16.1,11.4,77.1,X, ,X,높음
2022-09-23,세종(239),X,24,23.7,17,12.9,69.5,X, ,X,높음
2022-09-23,부안(243),X,24.5,23.7,17.9,13.9,71.3,X, ,X,높음
2022-09-23,임실(244),X,24,23.7,16,10.5,79,X, ,X,높음
2022-09-23,정읍(245),X,24.3,23.6,17,12.8,71.3,X, ,X,높음
2022-09-23,남원(247),X,24.7,24.9,17.1,11.3,73.5,X, ,X,높음
2022-09-23,장수(248),X,23.1,23.2,14.8,8.8,80.8,X, ,X,높음
2022-09-23,영광군(252),X,24.9,24,17.8,13.8,73.1,X, ,X,높음
2022-09-23,김해시(253),X,27.9,28.5,22,17.1,63,X, ,X,높음
2022-09-23,순창군(254),X,24.6,24.6,17.4,13.2,75.9,X, ,X,높음
2022-09-23,양산시(257),X,28.1,29.3,22.7,17.2,62.9,X, ,X,높음
2022-09-23,강진군(259),X,26.4,27,19.7,15.3,71.8,X, ,X,높음
2022-09-23,장흥(260),X,25.8,26,18.6,13.8,74.1,X, ,X,높음
2022-09-23,해남(261),X,25.8,25.4,19,14.4,75.9,X, ,X,높음
2022-09-23,고흥(262),X,25.5,26,18.9,13.6,71.5,X, ,X,높음
2022-09-23,의령군(263),X,27.3,28.4,19.9,13.6,68.3,X, ,X,높음
2022-09-23,함양군(264),X,24.8,26.1,17.9,11.9,62.3,X, ,X,높음
2022-09-23,진도군ASOS(268),X,25.4,24.3,19.1,14.8,75.9,X, ,X,높음
2022-09-23,봉화(271),X,23.6,23.3,16.5,11.4,71,X, ,X,높음
2022-09-23,영주(272),X,24.8,25.8,16.9,11.7,73.6,X, ,X,높음
2022-09-23,문경(273),X,24.7,25.1,17.3,12.3,70.9,X, ,X,높음
2022-09-23,청송군(276),X,26.1,26.5,17.7,13.2,71.3,X, ,X,높음
2022-09-23,영덕(277),X,26.2,26.9,19.9,14.8,66,X, ,X,높음
2022-09-23,의성(278),X,25.7,27.1,17.9,10.7,73.6,X, ,X,높음
2022-09-23,구미(279),X,26,27.6,18.8,14.4,65,X, ,X,높음
2022-09-23,영천(281),X,26.2,27.6,19.4,13.6,67.6,X, ,X,높음
2022-09-23,경주시(283),X,27.3,28.3,20.7,14.3,67,X, ,X,높음
2022-09-23,거창(284),X,24.9,25.7,17.3,10.7,71.6,X, ,X,높음
2022-09-23,합천(285),X,26,27.8,19.4,13,64.5,X, ,X,높음
2022-09-23,밀양(288),X,27.2,28.8,20.9,15.3,60.1,X, ,X,높음
2022-09-23,산청(289),X,25.6,26.3,18.7,12.7,66.9,X, ,X,높음
2022-09-23,거제(294),X,25.9,26.1,21,17.5,71.9,X, ,X,높음
2022-09-23,남해(295),X,26.1,27.3,20.7,14.7,65.3,X, ,X,높음
2022-09-23,부천(433),X,21.7,21.1,17.4,14.5,63,X, ,X,보통
2022-09-23,안양(434),X,17,21.6,17.8,15.8,,X, ,X,보통
2022-09-23,광명(437),X,22.8,22.4,18.4,15.9,61,O, ,X,보통
2022-09-23,군포(438),X,22.3,21.8,17.4,15.3,64,X, ,X,보통
2022-09-23,김포(441),X,,22.2,17.3,13.5,,X, ,X,높음
2022-09-23,하남(444),X,23,,,,,X, ,X,보통
2022-09-23,의왕(445),X,21,20.2,15,11.8,71,X, ,X,보통
2022-09-23,포천(504),X,22.4,21.9,15.4,10.4,73,X, ,X,보통
2022-09-23,가평조종(505),X,22.6,21.8,13.9,9.3,84,X, ,X,보통
2022-09-23,안성(516),X,23.8,24,16,11.1,76,X, ,X,보통
2022-09-23,간성(517),X,25.1,25.9,18.7,12.2,59,X, ,X,높음
2022-09-23,평창(526),X,23.1,24.3,15.1,10.1,67,X, ,X,높음
2022-09-23,의정부(532),X,23,21.9,15.8,11.7,83,X, ,X,보통
2022-09-23,횡성(536),X,23.9,24,15.5,10,81,X, ,X,보통
2022-09-23,고양(540),X,23.1,23.4,16.7,11.4,60,X, ,X,보통
2022-09-23,남양주(541),X,23.4,23.1,15.7,11.1,74,X, ,X,보통
2022-09-23,안산(545),X,23.4,22.5,15.4,10.8,79,X, ,X,보통
2022-09-23,경기광주(546),X,22.9,23.1,15.9,12.4,70,X, ,X,보통
2022-09-23,여주(548),X,24.1,24,16.2,11.9,74,X, ,X,보통
2022-09-23,용인(549),X,22.1,22,15.2,10.5,72,X, ,X,보통
2022-09-23,오산(550),X,23.6,23.7,16,12.5,69,X, ,X,보통
2022-09-23,평택(551),X,24.2,23.8,17.4,13,71,X, ,X,보통
2022-09-23,화천(555),X,23.2,22.6,14.8,8.6,83,X, ,X,보통
2022-09-23,양구(556),X,22.4,23.3,14.8,9.5,71,X, ,X,보통
2022-09-23,시흥(565),X,23.4,22.5,16.6,12.3,74,X, ,X,보통
2022-09-23,구리(569),X,,,,,,X, ,X,보통
2022-09-23,화성(571),X,23.7,22.9,17.2,14.6,74,X, ,X,보통
2022-09-23,성남(572),X,22.6,22.5,17.1,13.9,65,X, ,X,보통
2022-09-23,과천(590),X,23.5,22.8,16.1,12,76,X, ,X,보통
2022-09-23,양주(598),X,23.5,23.1,15.2,10.2,78,X, ,X,보통
2022-09-23,단양(601),X,24.9,25.8,16.7,11.9,74,X, ,X,높음
2022-09-23,진천(602),X,24.1,24.4,16,11.3,76,X, ,X,높음
2022-09-23,괴산(603),X,24.1,24.2,15.2,9.1,77,X, ,X,높음
2022-09-23,옥천(604),X,25.4,25.2,16.8,11.3,78,X, ,X,높음
2022-09-23,홍북(608),X,24,23.8,15.4,11.1,81,X, ,X,보통
2022-09-23,공주(612),X,24.6,24.2,15.9,11.3,76,X, ,X,높음
2022-09-23,서천(614),X,24.3,22.6,15.7,10.6,82,X, ,X,높음
2022-09-23,논산(615),X,25.2,24.2,16.3,10.7,78,X, ,X,높음
2022-09-23,당진(616),X,25.6,24.5,16.6,13,77,X, ,X,보통
2022-09-23,청양(618),X,24.1,23.6,15.2,9.9,79,X, ,X,높음
2022-09-23,음성(619),X,23.7,23.6,13.7,8.1,80,X, ,X,높음
2022-09-23,증평(623),X,24,23.5,15.8,10.8,79,X, ,X,높음
2022-09-23,태안(627),X,24,21.8,17,13.1,78,X, ,X,높음
2022-09-23,예산(628),X,23.9,23,17.1,13.3,75,X, ,X,보통
2022-09-23,아산(634),X,26.2,25.6,16.4,12.1,77,X, ,X,보통
2022-09-23,계룡(636),X,23.3,23,15,8.2,73,X, ,X,높음
2022-09-23,연천청산(652),X,,,,,,X, ,X,보통
2022-09-23,양양(670),X,25,27.1,19.4,13.6,54,X, ,X,높음
2022-09-23,무안(699),X,25.4,24.8,18.4,14.4,75,X, ,X,높음
2022-09-23,무주(701),X,23.9,23.7,16.7,10.3,73,X, ,X,높음
2022-09-23,익산(702),X,25.4,23.8,16.7,10.9,82,X, ,X,높음
2022-09-23,진안(703),X,22.8,22.6,14.9,9,83,X, ,X,높음
2022-09-23,담양(706),X,27.3,27.2,17.8,12.1,82,X, ,X,높음
2022-09-23,구례(709),X,26.2,26.1,18.2,13.5,78,X, ,X,높음
2022-09-23,나주(710),X,26.5,25.9,17.8,11.3,81,X, ,X,높음
2022-09-23,순천시(712),X,27.4,28.5,20.4,15.8,63,X, ,X,높음
2022-09-23,광양읍(713),X,26.8,28.3,20.6,15.5,59,X, ,X,높음
2022-09-23,장성(730),X,25.8,25.4,17.4,13,77,X, ,X,높음
2022-09-23,영암(731),X,26,25.8,18.1,11.5,82,X, ,X,높음
2022-09-23,보성(732),X,26.3,26.6,18.4,13.1,75,X, ,X,높음
2022-09-23,완주(734),X,25.3,24.7,16.7,10.7,82,X, ,X,높음
2022-09-23,김제(737),X,24.2,23.2,17.8,14.7,70,X, ,X,높음
2022-09-23,화순(741),X,26.1,26,18.4,13.8,72,X, ,X,높음
2022-09-23,함평(754),X,25.7,25,17.7,13.4,78,X, ,X,높음
2022-09-23,곡성(768),X,26.3,26.6,17.6,11.4,76,X, ,X,높음
2022-09-23,압해도(789),X,25.4,25.4,19.7,16.8,72,X, ,X,높음
2022-09-23,영양(801),X,24.4,25.3,17.2,11.5,71,X, ,X,높음
2022-09-23,성주(810),X,26.4,28.4,19.6,14,63,X, ,X,높음
2022-09-23,고령(812),X,26.1,28.2,19.1,12.1,68,X, ,X,높음
2022-09-23,청도(813),X,26.7,28,19.4,13.3,71,X, ,X,높음
2022-09-23,예천(815),X,24.8,25.3,17.7,12.8,70,X, ,X,높음
2022-09-23,김천(822),X,26.1,27.5,17.7,11.6,74,X, ,X,높음
2022-09-23,군위(823),X,26.2,26.7,18,11.8,77,X, ,X,높음
2022-09-23,칠곡(825),X,26.7,28.1,19.4,13.7,72,X, ,X,높음
2022-09-23,경산(827),X,26.7,28.1,20.8,15.5,62,X, ,X,높음
2022-09-23,삼척(876),X,26.4,27.8,20.1,15.2,58,X, ,X,높음
2022-09-23,속초(90),X,25.5,26.9,19.3,13.7,53,X, ,X,높음
2022-09-23,삼천포(907),X,26.8,27.8,21.3,17.1,60,X, ,X,높음
2022-09-23,고성(918),X,26.6,26.5,20.5,14.9,71,X, ,X,높음
2022-09-23,창녕(919),X,27.4,29.2,20.7,14.6,67,X, ,X,높음
2022-09-23,함안(920),X,26.4,26.9,19.2,13.2,75,X, ,X,높음
2022-09-23,북춘천(93),X,22.9,22.5,15.2,10,79.5,X, ,X,보통
2022-09-23,하동(932),X,26.4,27.5,19.9,14.7,66,X, ,X,높음
2022-09-23,철원(95),X,21.7,21.3,14.3,9.2,80.3,X, ,X,보통
2022-09-23,동두천(98),X,23.1,22.1,15.1,10.6,79.3,X, ,X,보통
2022-09-23,파주(99),X,22.8,21.5,15.2,9.8,81.5,X, ,X,높음
2022-09-24,북강릉(104),X,22.6,24.5,18.4,12.5,49.3,X, ,X,높음
2022-09-24,동해(106),X,22.2,23.2,18.2,13.8,54.4,X, ,X,높음
2022-09-24,서울(108),X,23.2,24.2,18.5,12.3,64.6,X, ,X,높음
2022-09-24,인천(112),X,22.7,23.1,18.7,13.6,63.4,X, ,X,높음
2022-09-24,원주(114),X,21.5,22.5,15.9,9.7,64,X, ,X,높음
2022-09-24,울릉도(115),X,22.5,22.6,18.3,15.7,58.4,X, ,X,높음
2022-09-24,수원(119),X,23.5,24.4,17.7,11.1,71.5,X, ,X,높음
2022-09-24,영월(121),X,21.1,22.5,15.1,8.2,70.1,X, ,X,높음
2022-09-24,충주(127),X,22.1,22.6,15.3,8.1,73.6,X, ,X,높음
2022-09-24,서산(129),X,23,23.1,17.1,9.7,73.9,X, ,X,높음
2022-09-24,울진(130),X,23.4,24.8,18.2,13.6,52.6,X, ,X,높음
2022-09-24,청주(131),X,22.1,24.2,18.5,12.6,53.8,X, ,X,높음
2022-09-24,대전(133),X,22.3,23.8,17.5,11.3,60.6,X, ,X,높음
2022-09-24,추풍령(135),X,20.9,22.3,16.2,11.1,61.6,X, ,X,높음
2022-09-24,안동(136),X,22.5,23.9,16.8,10,60.4,X, ,X,높음
2022-09-24,상주(137),X,23.3,24.6,17.9,12.5,60.3,X, ,X,높음
2022-09-24,포항(138),X,23.6,24.9,19.7,14.8,51.9,X, ,X,높음
2022-09-24,군산(140),X,23.2,22.8,17.9,11.7,75.5,X, ,X,높음
2022-09-24,대구(143),X,23.4,24.7,19.2,15.4,59.5,X, ,X,높음
2022-09-24,전주(146),X,23,24.1,18,12.5,64,X, ,X,높음
2022-09-24,울산(152),X,22.1,24.5,18.3,13.2,54.5,X, ,X,높음
2022-09-24,창원(155),X,22.8,25.3,19.3,15.1,47.1,X, ,X,높음
2022-09-24,광주(156),X,22.6,24.6,19.1,14.1,59.3,X, ,X,높음
2022-09-24,부산(159),X,24.7,25.6,20,15.7,51.6,X, ,X,높음
2022-09-24,통영(162),X,24.7,26,19.9,14.8,59,X, ,X,높음
2022-09-24,목포(165),X,21.9,22.4,18.7,15.5,66.9,X, ,X,높음
2022-09-24,여수(168),X,23.2,24.5,20.1,15.3,49.1,X, ,X,높음
2022-09-24,흑산도(169),X,23.1,22.8,19.4,17.3,72.6,X, ,X,보통
2022-09-24,완도(170),X,24,25.4,19.8,15.6,58.1,X, ,X,높음
2022-09-24,고창(172),X,22.5,23.3,17.1,11.7,70.3,X, ,X,보통
2022-09-24,제주(184),X,24.1,24.4,21.4,19,56.6,X, ,X,높음
2022-09-24,진주(192),X,23.9,25.8,19,14.2,57.1,X, ,X,높음
2022-09-24,양평(202),X,22.2,23.9,16,9.4,70.9,X, ,X,높음
2022-09-24,이천(203),X,23.4,24.8,16.4,8.5,71.8,X, ,X,높음
2022-09-24,인제(211),X,21.7,22.8,14.5,8,72.3,X, ,X,보통
2022-09-24,홍천(212),X,21.6,23.1,14.4,7.9,73.9,X, ,X,높음
2022-09-24,태백(216),X,19.7,21.2,13.5,7.8,59.8,X, ,X,높음
2022-09-24,정선군(217),X,22.2,23.5,15.2,8.5,65.4,X, ,X,높음
2022-09-24,제천(221),X,21.2,22,14.2,6.2,77.1,X, ,X,높음
2022-09-24,보은(226),X,21.5,22.4,15.5,8.8,73.1,X, ,X,높음
2022-09-24,천안(232),X,22.5,23.2,16.1,8.7,77.3,X, ,X,높음
2022-09-24,보령(235),X,23.5,23.6,18,12.1,73.6,X, ,X,높음
2022-09-24,부여(236),X,23.3,24.5,16.5,9.4,73.5,X, ,X,높음
2022-09-24,금산(238),X,21.5,23,15.6,8.9,70.4,X, ,X,높음
2022-09-24,세종(239),X,22.5,23.9,17.1,10.6,62.4,X, ,X,높음
2022-09-24,부안(243),X,23.1,23.1,18.3,12.7,72.6,X, ,X,높음
2022-09-24,임실(244),X,22.5,23.8,16.1,8.8,68.3,X, ,X,높음
2022-09-24,정읍(245),X,22.3,23.2,17.5,11.3,67.6,X, ,X,높음
2022-09-24,남원(247),X,22.1,24,16.5,8.9,63.5,X, ,X,보통
2022-09-24,장수(248),X,20.7,21.6,13.9,6.9,75,X, ,X,높음
2022-09-24,영광군(252),X,22.4,23.3,17.9,12.1,70.8,X, ,X,보통
2022-09-24,김해시(253),X,24.1,25.9,19.5,14.7,53,X, ,X,보통
2022-09-24,순창군(254),X,22.9,24.6,17.1,9.7,70.4,X, ,X,보통
2022-09-24,양산시(257),X,24.9,27.3,20.2,14.6,52.6,X, ,X,보통
2022-09-24,강진군(259),X,23.7,25.2,19.4,14.1,59.9,X, ,X,높음
2022-09-24,장흥(260),X,23.2,24.8,17.9,10.8,66.3,X, ,X,높음
2022-09-24,해남(261),X,22.8,24.4,19,14.7,63.8,X, ,X,높음
2022-09-24,고흥(262),X,23.2,24.8,17.9,12.2,62.1,X, ,X,높음
2022-09-24,의령군(263),X,24.4,26.2,17.3,9.9,67.9,X, ,X,보통
2022-09-24,함양군(264),X,23.4,25.7,17.6,10.7,54.5,X, ,X,보통
2022-09-24,진도군ASOS(268),X,22.3,22.3,19.3,16.2,64.6,X, ,X,높음
2022-09-24,봉화(271),X,20.9,22.1,15,9.1,66.4,X, ,X,높음
2022-09-24,영주(272),X,21.4,22.1,16.1,11.8,64.5,X, ,X,높음
2022-09-24,문경(273),X,21.9,22.7,16.8,11.3,61.1,X, ,X,높음
2022-09-24,청송군(276),X,22.7,23.8,15.1,7.3,73.5,X, ,X,높음
2022-09-24,영덕(277),X,23.5,24.8,17.7,11.5,57.9,X, ,X,높음
2022-09-24,의성(278),X,22.9,24.9,16,8,69.6,X, ,X,높음
2022-09-24,구미(279),X,22.9,24.8,18.4,12.6,54,X, ,X,높음
2022-09-24,영천(281),X,22.4,24.3,17.5,11.4,61.1,X, ,X,높음
2022-09-24,경주시(283),X,22.8,24.6,17.4,10.8,64,X, ,X,높음
2022-09-24,거창(284),X,22.8,24.6,16,7.8,65,X, ,X,높음
2022-09-24,합천(285),X,23.1,25.2,16.8,9.3,65.8,X, ,X,높음
2022-09-24,밀양(288),X,23,25.7,19.2,13.2,49.3,X, ,X,보통
2022-09-24,산청(289),X,23.3,24.8,17.8,12.3,61,X, ,X,보통
2022-09-24,거제(294),X,22.5,24,18.7,14.5,58.8,X, ,X,높음
2022-09-24,남해(295),X,23.5,25.3,18.8,13.4,58.5,X, ,X,높음
2022-09-24,부천(433),X,22.9,23.7,18,11.6,62,X, ,X,높음
2022-09-24,안양(434),X,20.7,23.7,18.9,14,,X, ,X,높음
2022-09-24,광명(437),X,22.7,24.4,19.2,13.9,58,O, ,X,높음
2022-09-24,군포(438),X,23,24,18.5,13.6,58,X, ,X,높음
2022-09-24,김포(441),X,,24.4,17.8,10.9,,X, ,X,높음
2022-09-24,하남(444),X,22.7,24,15.9,8.9,67,X, ,X,높음
2022-09-24,의왕(445),X,21.7,22.5,15.7,8.9,70,X, ,X,높음
2022-09-24,포천(504),X,22.7,24,15,7.5,73,X, ,X,높음
2022-09-24,가평조종(505),X,21.8,22.6,14.2,7.1,79,X, ,X,높음
2022-09-24,안성(516),X,23.5,25,16.7,8.9,73,X, ,X,높음
2022-09-24,간성(517),X,23.9,25.9,18.2,12,58,X, ,X,높음
2022-09-24,평창(526),X,21,22.7,13.9,7.1,66,X, ,X,높음
2022-09-24,의정부(532),X,22.7,23.2,15.9,8.9,77,X, ,X,높음
2022-09-24,횡성(536),X,23,24,14.4,7.4,80,X, ,X,높음
2022-09-24,고양(540),X,24.1,25.8,17.1,9,63,X, ,X,높음
2022-09-24,남양주(541),X,23.5,24.7,16.4,8.6,67,X, ,X,높음
2022-09-24,안산(545),X,23.8,24,15.8,7.3,81,X, ,X,높음
2022-09-24,경기광주(546),X,22.4,24.2,16.1,9,65,X, ,X,높음
2022-09-24,여주(548),X,21.5,22.7,15.4,8.1,72,X, ,X,높음
2022-09-24,용인(549),X,21.3,23,15.5,8.3,69,X, ,X,높음
2022-09-24,오산(550),X,22.5,23.9,17.5,10.5,63,X, ,X,높음
2022-09-24,평택(551),X,23.6,24.8,18.1,10.6,67,X, ,X,높음
2022-09-24,화천(555),X,23.2,24.8,14.1,7.5,81,X, ,X,높음
2022-09-24,양구(556),X,21.3,23.2,13.7,5.9,71,X, ,X,높음
2022-09-24,시흥(565),X,23.6,23.9,16.7,8.9,77,X, ,X,높음
2022-09-24,구리(569),X,,,,,,X, ,X,높음
2022-09-24,화성(571),X,23.3,23.9,18,11.8,69,X, ,X,높음
2022-09-24,성남(572),X,22.3,23.9,17.3,10.9,63,X, ,X,높음
2022-09-24,과천(590),X,22.9,24.3,16.8,9.4,74,X, ,X,높음
2022-09-24,양주(598),X,22.6,23.7,15.4,7.6,72,X, ,X,높음
2022-09-24,단양(601),X,22.3,23.2,15.9,10,72,X, ,X,높음
2022-09-24,진천(602),X,22.6,24.4,16.7,8.5,71,X, ,X,높음
2022-09-24,괴산(603),X,22.3,23.3,14.8,6.8,76,X, ,X,높음
2022-09-24,옥천(604),X,22.8,24.2,16.7,10.3,70,X, ,X,높음
2022-09-24,홍북(608),X,24.7,25.6,16.8,9.7,73,X, ,X,높음
2022-09-24,공주(612),X,22.8,24,16.3,9,70,X, ,X,높음
2022-09-24,서천(614),X,23.5,23.7,17.1,9.7,79,X, ,X,높음
2022-09-24,논산(615),X,23.1,24.9,16.8,9.4,71,X, ,X,높음
2022-09-24,당진(616),X,23,23.8,17.9,11.3,75,X, ,X,높음
2022-09-24,청양(618),X,22.7,23.5,15.4,8,76,X, ,X,높음
2022-09-24,음성(619),X,21.8,22.7,14.1,5.7,75,X, ,X,높음
2022-09-24,증평(623),X,23.3,24.3,16,8.9,75,X, ,X,높음
2022-09-24,태안(627),X,24.5,24.3,18.7,12.5,77,X, ,X,높음
2022-09-24,예산(628),X,23,24,17.7,11.4,71,X, ,X,높음
2022-09-24,아산(634),X,22.8,24.4,17.4,10.5,71,X, ,X,높음
2022-09-24,계룡(636),X,22.1,23.8,14.9,7,70,X, ,X,높음
2022-09-24,연천청산(652),X,,,,,,X, ,X,높음
2022-09-24,양양(670),X,23.4,25.5,18,13.5,54,X, ,X,높음
2022-09-24,무안(699),X,22.5,23.8,18.1,12.1,68,X, ,X,보통
2022-09-24,무주(701),X,21,22.7,15.2,8.7,72,X, ,X,높음
2022-09-24,익산(702),X,23,23.3,17.2,9.9,75,X, ,X,높음
2022-09-24,진안(703),X,21.2,22.3,14.1,7.2,74,X, ,X,높음
2022-09-24,담양(706),X,24.4,25.7,17.9,10.5,74,X, ,X,보통
2022-09-24,구례(709),X,23.7,24.8,18.2,11.6,65,X, ,X,보통
2022-09-24,나주(710),X,23.3,24.5,17.4,9.6,74,X, ,X,보통
2022-09-24,순천시(712),X,24.2,26.7,19.9,15,51,X, ,X,높음
2022-09-24,광양읍(713),X,24.6,27.3,19.4,13.4,49,X, ,X,높음
2022-09-24,장성(730),X,23.3,24.1,17.4,10.8,72,X, ,X,보통
2022-09-24,영암(731),X,23.3,24.3,17,9.9,76,X, ,X,보통
2022-09-24,보성(732),X,23.8,25.3,17.3,10.4,69,X, ,X,높음
2022-09-24,완주(734),X,23,24.2,16.4,10.1,74,X, ,X,높음
2022-09-24,김제(737),X,23.3,23.6,17.7,12.6,71,X, ,X,높음
2022-09-24,화순(741),X,22.6,24.7,17.8,10.6,63,X, ,X,높음
2022-09-24,함평(754),X,23.2,24.5,17.8,10.9,73,X, ,X,보통
2022-09-24,곡성(768),X,23.4,25.1,17,8.8,68,X, ,X,보통
2022-09-24,압해도(789),X,22.3,23.5,19.4,14.5,65,X, ,X,보통
2022-09-24,영양(801),X,21.8,23.3,14.9,7.2,72,X, ,X,높음
2022-09-24,성주(810),X,23,24.9,17.8,10.3,58,X, ,X,높음
2022-09-24,고령(812),X,22.5,24.3,16.2,8.1,70,X, ,X,높음
2022-09-24,청도(813),X,23,24.8,16.5,9.8,68,X, ,X,높음
2022-09-24,예천(815),X,22.3,24,16.6,10,64,X, ,X,높음
2022-09-24,김천(822),X,22.9,24.1,17.4,11.6,64,X, ,X,높음
2022-09-24,군위(823),X,22.9,24.3,16.3,8.9,72,X, ,X,높음
2022-09-24,칠곡(825),X,23.4,25,18.2,12.1,64,X, ,X,높음
2022-09-24,경산(827),X,21.8,24.5,18.8,14.4,48,X, ,X,높음
2022-09-24,삼척(876),X,23,25.2,18.6,13.7,50,X, ,X,높음
2022-09-24,속초(90),X,24.1,26,18.9,14,47.3,X, ,X,높음
2022-09-24,삼천포(907),X,24.2,26.3,20,16,47,X, ,X,높음
2022-09-24,고성(918),X,23.5,24.6,18.1,12.3,63,X, ,X,높음
2022-09-24,창녕(919),X,23.2,24.8,17.9,11.5,63,X, ,X,보통
2022-09-24,함안(920),X,23.3,24.2,16.7,9.4,74,X, ,X,높음
2022-09-24,북춘천(93),X,22.3,23.8,14.9,6.8,71.6,X, ,X,높음
2022-09-24,하동(932),X,24.7,26.4,17.9,11.3,66,X, ,X,높음
2022-09-24,철원(95),X,21.3,22.4,14.3,6.9,73.9,X, ,X,높음
2022-09-24,동두천(98),X,22.4,23.2,15.6,8.6,70.1,X, ,X,높음
2022-09-24,파주(99),X,23,23.7,15,7.5,78.5,X, ,X,높음
2022-09-25,북강릉(104),X,23.7,23.4,17.8,14.6,69.5,X, ,X,보통
2022-09-25,동해(106),X,22.6,22.1,17.7,13,74.3,X, ,X,보통
2022-09-25,서울(108),X,24.1,25.2,19.6,15.4,63.3,X, ,X,보통
2022-09-25,인천(112),X,23.7,24,20,17,67.4,X, ,X,보통
2022-09-25,원주(114),X,22,22.7,16.4,11.7,67,X, ,X,보통
2022-09-25,울릉도(115),X,22.8,21.9,18.2,15.8,75.9,X, ,X,보통
2022-09-25,수원(119),X,24,25.2,19.3,14.6,72,X, ,X,보통
2022-09-25,영월(121),X,21.7,22.1,15.2,10.7,80.4,X, ,X,보통
2022-09-25,충주(127),X,23.2,23.4,16.3,11.6,79.1,X, ,X,보통
2022-09-25,서산(129),X,24.2,25.6,17.9,14.1,79.6,X, ,X,보통
2022-09-25,울진(130),X,22.7,22.5,18.2,13.9,70.8,X, ,X,보통
2022-09-25,청주(131),X,23.2,24.6,19.6,15.5,59.1,X, ,X,보통
2022-09-25,대전(133),X,23.9,24.8,18.5,14.4,66.9,X, ,X,보통
2022-09-25,추풍령(135),X,22.3,22.2,16.4,12,74.3,X, ,X,보통
2022-09-25,안동(136),X,22.5,22.5,17.1,12.6,74.1,X, ,X,보통
2022-09-25,상주(137),X,23.2,22.8,17.2,12.8,78.4,X, ,X,보통
2022-09-25,포항(138),X,22.8,22.1,19.4,16.4,67.3,X, ,X,보통
2022-09-25,군산(140),X,23.6,23.8,18.7,12.9,74.5,X, ,X,보통
2022-09-25,대구(143),X,23.4,22.9,18.6,14.5,77.8,X, ,X,보통
2022-09-25,전주(146),X,24,24.4,19.4,14.9,65.5,X, ,X,보통
2022-09-25,울산(152),X,22.8,22.1,18.5,15.2,72.5,X, ,X,보통
2022-09-25,창원(155),X,21.7,21.3,19,15.9,62.5,X, ,X,보통
2022-09-25,광주(156),X,24.3,25.3,20,16.7,64.3,X, ,X,보통
2022-09-25,부산(159),X,23.3,22.6,20.3,18.5,64.6,X, ,X,보통
2022-09-25,통영(162),X,23.2,22,19.8,18.1,73.5,X, ,X,보통
2022-09-25,목포(165),X,24,23.9,19.8,17.3,71,X, ,X,보통
2022-09-25,여수(168),X,21.7,21.4,20.3,19.4,58.3,X, ,X,보통
2022-09-25,흑산도(169),X,24.5,23.5,19.9,18.2,81.3,X, ,X,보통
2022-09-25,완도(170),X,23.4,22.6,19.8,16.6,71.9,X, ,X,보통
2022-09-25,고창(172),X,23.9,24.7,18.4,14.9,75,X, ,X,보통
2022-09-25,제주(184),X,26.1,25.4,22.4,20.2,72,X, ,X,보통
2022-09-25,진주(192),X,22.5,22.3,17.6,13.6,77.4,X, ,X,보통
2022-09-25,양평(202),X,23.1,24.5,17,12.2,73.3,X, ,X,보통
2022-09-25,이천(203),X,23,23.9,16.6,11,77.1,X, ,X,보통
2022-09-25,인제(211),X,22.7,23.7,14.8,9.8,76.9,X, ,X,보통
2022-09-25,홍천(212),X,22.2,23.4,15.6,10,74.4,X, ,X,보통
2022-09-25,태백(216),X,19.5,19.9,12.7,7.5,78.4,X, ,X,보통
2022-09-25,정선군(217),X,22.2,22.5,14.7,10,75.6,X, ,X,보통
2022-09-25,제천(221),X,22.2,22.8,14.5,9.4,82.5,X, ,X,보통
2022-09-25,보은(226),X,22.8,23.1,16.5,12.3,78.6,X, ,X,보통
2022-09-25,천안(232),X,23,24.1,16.9,12.9,81.4,X, ,X,보통
2022-09-25,보령(235),X,24.3,24.8,18.5,15,76.3,X, ,X,보통
2022-09-25,부여(236),X,24,24.6,18.3,13.9,74.3,X, ,X,보통
2022-09-25,금산(238),X,23.2,23.4,16.8,12.2,77.5,X, ,X,보통
2022-09-25,세종(239),X,23.8,24.8,17.9,14,66.9,X, ,X,보통
2022-09-25,부안(243),X,23.4,23.3,18.8,15.4,76.1,X, ,X,보통
2022-09-25,임실(244),X,23.3,23.8,17.1,13.1,75.1,X, ,X,보통
2022-09-25,정읍(245),X,23.7,24.1,18.3,14.5,74.6,X, ,X,보통
2022-09-25,남원(247),X,22.8,23.7,17.5,13.1,70.6,X, ,X,보통
2022-09-25,장수(248),X,22.2,22.6,15.8,10.8,77.6,X, ,X,보통
2022-09-25,영광군(252),X,24.4,24.6,18.9,15.3,77.5,X, ,X,보통
2022-09-25,김해시(253),X,23,22,18.7,15.8,73,X, ,X,보통
2022-09-25,순창군(254),X,24,24.4,18,14.2,75.9,X, ,X,보통
