일시,지점,폭염여부(O/X),최고체감온도(°C),최고기온(°C),평균기온(°C),최저기온(°C),평균상대습도(%),폭염특보(O/X),폭염영향예보(단계),열대야(O/X),자외선지수(단계)
2022-09-09,강진군(259),X,28.2,28.9,22.3,18,78.1,X, ,X,높음
2022-09-09,장흥(260),X,27.6,28.5,21.3,16.6,81.9,X, ,X,높음
2022-09-09,해남(261),X,28.2,28.4,21.9,17.7,82.4,X, ,X,높음
2022-09-09,고흥(262),X,27,27.7,21.2,16.6,77.3,X, ,X,높음
2022-09-09,의령군(263),X,28.9,28.8,21.1,14.9,77.9,X, ,X,매우높음
2022-09-09,함양군(264),X,28,29.1,20.1,14.1,75.6,X, ,X,매우높음
2022-09-09,진도군ASOS(268),X,27.8,28,21.8,17.8,79.9,X, ,X,높음
2022-09-09,봉화(271),X,25.1,26.2,17.6,11.3,73,X, ,X,높음
2022-09-09,영주(272),X,27,27.9,19.3,13.3,76.9,X, ,X,높음
2022-09-09,문경(273),X,27.1,27.3,19.9,15,81.9,X, ,X,높음
2022-09-09,청송군(276),X,25.6,26.6,18.3,13.3,74.4,X, ,X,매우높음
2022-09-09,영덕(277),X,25.8,24.6,19.4,15.1,86.1,X, ,X,높음
2022-09-09,의성(278),X,27.8,28.9,20,13.4,75.3,X, ,X,매우높음
2022-09-09,구미(279),X,28,28.6,21.3,15.6,68.8,X, ,X,매우높음
2022-09-09,영천(281),X,26.6,26.5,19.8,14.5,76.6,X, ,X,높음
2022-09-09,경주시(283),X,26.9,25.8,20.1,15.7,82,X, ,X,높음
2022-09-09,거창(284),X,27.3,27.7,20.1,13.5,75.3,X, ,X,매우높음
2022-09-09,합천(285),X,27.7,28.4,21,15.6,74.8,X, ,X,매우높음
2022-09-09,밀양(288),X,28,29.3,22.2,16.1,64.3,X, ,X,높음
2022-09-09,산청(289),X,27.9,28,20.5,15.4,80.5,X, ,X,매우높음
2022-09-09,거제(294),X,27.8,27.4,21.9,17.6,73,X, ,X,높음
2022-09-09,남해(295),X,27.4,27.1,21.6,17.5,75,X, ,X,높음
2022-09-09,부천(433),X,28.7,30.3,23.7,17.8,61,X, ,X,매우높음
2022-09-09,안양(434),X,23.7,29.6,24.1,19.4,,X, ,X,매우높음
2022-09-09,광명(437),X,29.1,31.6,25.7,20.1,52,O, ,X,매우높음
2022-09-09,군포(438),X,28.7,30.3,23.7,18.4,59,X, ,X,매우높음
2022-09-09,김포(441),X,,29.3,22.5,16.8,,X, ,X,높음
2022-09-09,하남(444),X,28.4,29.5,21.5,15.6,68,X, ,X,매우높음
2022-09-09,의왕(445),X,,,,,,X, ,X,매우높음
2022-09-09,포천(504),X,29.9,30.8,21.8,14.7,71,X, ,X,매우높음
2022-09-09,가평조종(505),X,28,29.3,19.8,14.1,80,X, ,X,매우높음
2022-09-09,안성(516),X,28.1,29.1,21.6,15.9,72,X, ,X,매우높음
2022-09-09,간성(517),X,27.1,25.2,19.4,14,86,X, ,X,높음
2022-09-09,평창(526),X,25.9,28.7,18.7,12.3,64,X, ,X,매우높음
2022-09-09,의정부(532),X,29.7,30.2,22.1,16.2,76,X, ,X,매우높음
2022-09-09,횡성(536),X,28.1,29.8,20.1,13.8,75,X, ,X,매우높음
2022-09-09,고양(540),X,30.8,31.2,22.4,15.9,68,X, ,X,매우높음
2022-09-09,남양주(541),X,29,31.4,22.7,15.7,66,X, ,X,매우높음
2022-09-09,안산(545),X,29.5,30.3,20.5,14.3,82,X, ,X,매우높음
2022-09-09,경기광주(546),X,27.3,28.5,21.3,15.3,68,X, ,X,매우높음
2022-09-09,여주(548),X,27.9,28.5,21,14.8,76,X, ,X,매우높음
2022-09-09,용인(549),X,26.7,28.6,20.6,14.8,73,X, ,X,매우높음
2022-09-09,오산(550),X,28.3,29.4,22.9,16.6,62,X, ,X,매우높음
2022-09-09,평택(551),X,29.1,30.1,23.2,17,68,X, ,X,매우높음
2022-09-09,화천(555),X,29.4,30.3,19.9,14.2,84,X, ,X,매우높음
2022-09-09,양구(556),X,27.3,29.1,18.6,13.1,77,X, ,X,매우높음
2022-09-09,시흥(565),X,29.3,30.3,22.4,16.1,75,X, ,X,매우높음
2022-09-09,구리(569),X,28.6,31,23.3,16.6,61,X, ,X,매우높음
2022-09-09,화성(571),X,29.7,30.5,23.8,17.8,71,X, ,X,매우높음
2022-09-09,성남(572),X,27.8,29.1,22.4,16.8,64,X, ,X,매우높음
2022-09-09,과천(590),X,29.5,29.9,21.6,15.8,78,X, ,X,매우높음
2022-09-09,양주(598),X,29.4,30.1,21.7,14.5,75,X, ,X,매우높음
2022-09-09,단양(601),X,27.6,28.9,20,15.3,75,X, ,X,높음
2022-09-09,진천(602),X,28.7,30.1,21.6,15.6,74,X, ,X,높음
2022-09-09,괴산(603),X,28.3,29.1,20.2,14.1,80,X, ,X,높음
2022-09-09,옥천(604),X,28.2,29.2,21.5,15.2,74,X, ,X,매우높음
2022-09-09,홍북(608),X,28.5,29.3,21.8,14.8,71,X, ,X,높음
2022-09-09,공주(612),X,27.8,29,22,15.8,71,X, ,X,매우높음
2022-09-09,서천(614),X,29.3,30,23,15.7,68,X, ,X,매우높음
2022-09-09,논산(615),X,28.5,30,22.6,15.9,66,X, ,X,매우높음
2022-09-09,당진(616),X,28.7,29.6,22.4,17.3,82,X, ,X,매우높음
2022-09-09,청양(618),X,28.3,29.1,20.6,14.5,79,X, ,X,매우높음
2022-09-09,음성(619),X,26.6,27.2,19.2,13.5,80,X, ,X,매우높음
2022-09-09,증평(623),X,28.3,29.3,21.6,15.5,74,X, ,X,높음
2022-09-09,태안(627),X,30,29.3,23.5,17.7,77,X, ,X,높음
2022-09-09,예산(628),X,29,29.8,22.4,16.7,77,X, ,X,높음
2022-09-09,아산(634),X,28.7,30.2,22.6,16.3,70,X, ,X,높음
2022-09-09,계룡(636),X,27.4,28.7,20.8,14,67,X, ,X,매우높음
2022-09-09,연천청산(652),X,,,,,,X, ,X,높음
2022-09-09,양양(670),X,25.1,25.5,20.2,15.5,71,X, ,X,매우높음
2022-09-09,무안(699),X,29.2,28.9,22.4,17.5,81,X, ,X,매우높음
2022-09-09,무주(701),X,27.7,28.5,20.6,13.9,72,X, ,X,매우높음
2022-09-09,익산(702),X,29.1,29.9,22.5,16.2,76,X, ,X,매우높음
2022-09-09,진안(703),X,27.2,27.5,19.9,13.6,78,X, ,X,매우높음
2022-09-09,담양(706),X,29,30.5,22.6,16.3,80,X, ,X,매우높음
2022-09-09,구례(709),X,29.4,29.4,21.4,16.6,84,X, ,X,매우높음
2022-09-09,나주(710),X,28.9,29.2,22,16.9,84,X, ,X,매우높음
2022-09-09,순천시(712),X,28.5,29.3,22.6,17.4,72,X, ,X,매우높음
2022-09-09,광양읍(713),X,28.5,29.9,22.6,17.3,68,X, ,X,매우높음
2022-09-09,장성(730),X,29.2,29.8,22.2,16.4,80,X, ,X,매우높음
2022-09-09,영암(731),X,29.4,29.8,22.1,16.6,84,X, ,X,높음
2022-09-09,보성(732),X,28.2,28.8,21,16.7,81,X, ,X,높음
2022-09-09,완주(734),X,29.1,30,22,16.4,74,X, ,X,매우높음
2022-09-09,김제(737),X,28,28.7,23,17.6,49,X, ,X,매우높음
2022-09-09,화순(741),X,29.7,30.3,22.3,16.8,77,X, ,X,매우높음
2022-09-09,함평(754),X,29.8,29.2,22.5,16.5,83,X, ,X,매우높음
2022-09-09,곡성(768),X,29,29.9,21,15.9,82,X, ,X,매우높음
2022-09-09,압해도(789),X,28.5,29.1,22.9,18.6,79,X, ,X,매우높음
2022-09-09,영양(801),X,26.5,27.1,18.6,12.9,80,X, ,X,높음
2022-09-09,성주(810),X,28.1,28.9,21.2,15.4,71,X, ,X,매우높음
2022-09-09,고령(812),X,27.2,28.3,20.3,14.8,78,X, ,X,매우높음
2022-09-09,청도(813),X,27.6,28.1,20.1,14.5,78,X, ,X,매우높음
2022-09-09,예천(815),X,28.1,28.7,20.5,14.8,74,X, ,X,매우높음
2022-09-09,김천(822),X,28.1,27.8,20.1,13.9,81,X, ,X,매우높음
2022-09-09,군위(823),X,28.6,28.6,20.5,14.4,79,X, ,X,높음
2022-09-09,칠곡(825),X,28.6,28.9,21,16,81,X, ,X,매우높음
2022-09-09,경산(827),X,27.7,28.1,21.2,16.1,68,X, ,X,보통
2022-09-09,삼척(876),X,27.1,26.3,20.5,15.8,74,X, ,X,매우높음
2022-09-09,속초(90),X,26.6,25.6,19.9,14.8,79.5,X, ,X,매우높음
2022-09-09,삼천포(907),X,28.2,27.9,22.1,16.8,71,X, ,X,매우높음
2022-09-09,고성(918),X,28.5,28.2,21.2,15.3,79,X, ,X,높음
2022-09-09,창녕(919),X,28.7,29.1,21.9,16.9,75,X, ,X,높음
2022-09-09,함안(920),X,28.8,28.7,20.6,14.4,81,X, ,X,높음
2022-09-09,북춘천(93),X,28.1,30.2,20.7,13.5,71.5,X, ,X,매우높음
2022-09-09,하동(932),X,28.3,29,22.3,16.5,74,X, ,X,매우높음
2022-09-09,철원(95),X,28.2,29.1,20.2,13.4,76.4,X, ,X,매우높음
2022-09-09,동두천(98),X,28.8,29,21.3,15.3,78.3,X, ,X,매우높음
2022-09-09,파주(99),X,28.7,28.4,20.8,15.1,86.1,X, ,X,높음
2022-09-10,북강릉(104),X,25.6,24.3,20.2,15.2,79.4,X, ,X,높음
2022-09-10,동해(106),X,25.8,24.6,20.1,15.8,86.1,X, ,X,높음
2022-09-10,서울(108),X,27.4,28.4,23.6,19,52.3,X, ,X,높음
2022-09-10,인천(112),X,26.3,28.1,23.7,20.3,43.8,X, ,X,높음
2022-09-10,원주(114),X,25.8,26.8,20.8,15.3,59.3,X, ,X,높음
2022-09-10,울릉도(115),X,25.8,24.4,21.3,19,79.5,X, ,X,높음
2022-09-10,수원(119),X,26.5,27.8,23.3,18.2,50.9,X, ,X,높음
2022-09-10,영월(121),X,25.4,25.8,19,12.6,70.4,X, ,X,높음
2022-09-10,충주(127),X,26.4,27.2,21,15,67.9,X, ,X,높음
2022-09-10,서산(129),X,26.6,27.1,22.2,18.1,65.1,X, ,X,높음
2022-09-10,울진(130),X,25.9,24.7,21.3,17.1,79.6,X, ,X,높음
2022-09-10,청주(131),X,25.8,27.9,23.5,19.7,44.6,X, ,X,높음
2022-09-10,대전(133),X,26.1,26.3,22,18,62.1,X, ,X,높음
2022-09-10,추풍령(135),X,24.2,23.5,18.8,15.8,76,X, ,X,높음
2022-09-10,안동(136),X,25,25.5,20.2,15.3,71,X, ,X,높음
2022-09-10,상주(137),X,26.4,25.6,20.3,16.7,76.9,X, ,X,높음
2022-09-10,포항(138),X,25.2,23.5,22.4,21.1,82.1,X, ,X,보통
2022-09-10,군산(140),X,27.3,27.1,22.4,19,68.1,X, ,X,높음
2022-09-10,대구(143),X,25.3,24.2,21,18.6,81.4,X, ,X,보통
2022-09-10,전주(146),X,27.3,27.6,22.7,18.8,65.6,X, ,X,높음
2022-09-10,울산(152),X,25.6,24.9,22.1,20.7,74.9,X, ,X,보통
2022-09-10,창원(155),X,25.5,25.1,22.1,18.9,66.9,X, ,X,보통
2022-09-10,광주(156),X,28,26.9,22.6,19.6,85,X, ,X,높음
2022-09-10,부산(159),X,27.1,26.4,22.8,20.8,72.9,X, ,X,높음
2022-09-10,통영(162),X,27.5,26.1,22.7,20.6,75.3,X, ,X,보통
2022-09-10,목포(165),X,26.7,25.9,22.8,20.5,71,X, ,X,보통
2022-09-10,여수(168),X,25.7,25,22.6,21.1,66.9,X, ,X,보통
2022-09-10,흑산도(169),X,26.4,25.2,21.9,19.4,81.3,X, ,X,보통
2022-09-10,완도(170),X,28.4,27.7,23.1,20.4,76,X, ,X,높음
2022-09-10,고창(172),X,27.3,27.2,22.4,19,75.5,X, ,X,보통
2022-09-10,제주(184),X,28.9,27.4,23.9,22.2,86.1,X, ,X,높음
2022-09-10,진주(192),X,26.1,25.1,21.3,16.7,77.1,X, ,X,보통
2022-09-10,양평(202),X,26.4,26.7,21,15.5,69.4,X, ,X,높음
2022-09-10,이천(203),X,26.9,27.3,20.1,14.2,76,X, ,X,높음
2022-09-10,인제(211),X,26.9,26.7,19.2,12.4,76.5,X, ,X,높음
2022-09-10,홍천(212),X,26.9,27.7,19.9,13.3,70.4,X, ,X,높음
2022-09-10,태백(216),X,22.8,22.2,16.1,9.8,80,X, ,X,높음
2022-09-10,정선군(217),X,25,26.1,18.2,11.8,71.1,X, ,X,높음
2022-09-10,제천(221),X,24.8,25,19.1,12.4,71.4,X, ,X,높음
2022-09-10,보은(226),X,24.9,24.4,20.3,16.1,74.6,X, ,X,높음
2022-09-10,천안(232),X,26.1,27,20.9,16.6,70.9,X, ,X,높음
2022-09-10,보령(235),X,27.2,27.1,22.4,17.6,67.1,X, ,X,높음
2022-09-10,부여(236),X,26.6,26.6,21.6,16.8,73.4,X, ,X,높음
2022-09-10,금산(238),X,25.1,24.9,19.6,16.1,76.3,X, ,X,높음
2022-09-10,세종(239),X,26.3,26.7,22.1,18.8,63.6,X, ,X,높음
2022-09-10,부안(243),X,27.1,27.1,22.2,18.6,74.4,X, ,X,높음
2022-09-10,임실(244),X,25.8,25,19.6,16.4,78.9,X, ,X,보통
2022-09-10,정읍(245),X,27.2,27.1,21.9,17.7,72.9,X, ,X,보통
2022-09-10,남원(247),X,25.8,25.4,21.5,18,69.3,X, ,X,보통
2022-09-10,장수(248),X,24.2,23.4,18.2,14.4,84.8,X, ,X,보통
2022-09-10,영광군(252),X,27.8,27.1,22.1,19.4,80.6,X, ,X,보통
2022-09-10,김해시(253),X,27.6,26.7,22.5,20.3,70.5,X, ,X,보통
2022-09-10,순창군(254),X,27.3,26.9,21.2,17,79.4,X, ,X,보통
2022-09-10,양산시(257),X,27.6,27,23.4,21.6,71.5,X, ,X,보통
2022-09-10,강진군(259),X,28.2,27.9,22.5,18.7,77.6,X, ,X,높음
2022-09-10,장흥(260),X,26.9,26,21.7,17.6,80.1,X, ,X,높음
2022-09-10,해남(261),X,28.4,27.3,22.3,18.2,82,X, ,X,높음
2022-09-10,고흥(262),X,26.8,26.3,22,18.7,71.8,X, ,X,보통
2022-09-10,의령군(263),X,26,24.7,21.2,17.3,81.6,X, ,X,보통
2022-09-10,함양군(264),X,24.6,24.1,19.8,15.3,80.5,X, ,X,높음
2022-09-10,진도군ASOS(268),X,27.3,26.4,21.8,18.2,81,X, ,X,높음
2022-09-10,봉화(271),X,24.5,25.1,18,10.8,71.9,X, ,X,높음
2022-09-10,영주(272),X,25.4,26.1,19,13.8,75.6,X, ,X,높음
2022-09-10,문경(273),X,25.4,25,19.1,14.4,80.6,X, ,X,높음
2022-09-10,청송군(276),X,23.7,23.6,18.6,13.7,75,X, ,X,높음
2022-09-10,영덕(277),X,25.4,23.9,20.6,16.1,82.9,X, ,X,보통
2022-09-10,의성(278),X,25.6,25.9,19.8,15.5,80.6,X, ,X,높음
2022-09-10,구미(279),X,24.9,24.8,20,17.1,75,X, ,X,보통
2022-09-10,영천(281),X,25,24.4,19.5,15.9,80.5,X, ,X,보통
2022-09-10,경주시(283),X,24.9,23.5,20.6,16,85.3,X, ,X,보통
2022-09-10,거창(284),X,24.6,23.6,18.9,15.1,84.8,X, ,X,보통
2022-09-10,합천(285),X,24.9,24.2,20.2,16.5,79.3,X, ,X,보통
2022-09-10,밀양(288),X,25.9,25.9,22.2,17.8,66.1,X, ,X,보통
2022-09-10,산청(289),X,24.6,23.4,20.1,16.2,82.4,X, ,X,높음
2022-09-10,거제(294),X,26.3,25.4,22.3,20.2,70.6,X, ,X,보통
2022-09-10,남해(295),X,25.7,24.6,21.7,19.4,75.8,X, ,X,보통
2022-09-10,부천(433),X,26.3,28.6,22.4,18,49,X, ,X,높음
2022-09-10,안양(434),X,24,27.4,23.6,19.2,,X, ,X,높음
2022-09-10,광명(437),X,26.6,28.9,24.9,21.5,41,O, ,X,높음
2022-09-10,군포(438),X,25.9,27.9,23,18.5,47,X, ,X,높음
2022-09-10,김포(441),X,,28.4,22.5,17.2,,X, ,X,높음
2022-09-10,하남(444),X,25.7,26.9,21.2,15.1,61,X, ,X,높음
2022-09-10,의왕(445),X,,,,,,X, ,X,높음
2022-09-10,포천(504),X,27.6,29.4,21.1,14.2,66,X, ,X,높음
2022-09-10,가평조종(505),X,27,27.4,20.1,12.8,74,X, ,X,높음
2022-09-10,안성(516),X,26.2,27.2,20.5,15.2,69,X, ,X,높음
2022-09-10,간성(517),X,27.5,25.6,20,14.1,92,X, ,X,높음
2022-09-10,평창(526),X,25.1,26.5,18.3,11.7,68,X, ,X,높음
2022-09-10,의정부(532),X,28,28.2,21.1,15.3,76,X, ,X,높음
2022-09-10,횡성(536),X,26.9,27.8,19.8,13.1,77,X, ,X,높음
2022-09-10,고양(540),X,27.9,29,21.7,15.4,65,X, ,X,높음
2022-09-10,남양주(541),X,27.3,29,22.2,15.4,59,X, ,X,높음
2022-09-10,안산(545),X,26.7,27.8,19.7,13.7,75,X, ,X,높음
2022-09-10,경기광주(546),X,25.3,26.6,20.5,14.2,63,X, ,X,높음
2022-09-10,여주(548),X,25.8,25.4,19.9,14.1,73,X, ,X,높음
2022-09-10,용인(549),X,25.1,25.8,19.4,13.9,71,X, ,X,높음
2022-09-10,오산(550),X,25.6,27.2,21.1,15.6,56,X, ,X,높음
2022-09-10,평택(551),X,27,27.9,22.3,17,61,X, ,X,높음
2022-09-10,화천(555),X,29,29,19.4,12.6,84,X, ,X,높음
2022-09-10,양구(556),X,26.5,26.9,18.8,12,74,X, ,X,높음
2022-09-10,시흥(565),X,26.8,28.1,21.5,15.3,68,X, ,X,높음
2022-09-10,구리(569),X,27.5,28.7,22.7,17.5,55,X, ,X,높음
2022-09-10,화성(571),X,26.7,28.1,22.9,19.2,52,X, ,X,높음
2022-09-10,성남(572),X,25.5,26.7,21.6,16,61,X, ,X,높음
2022-09-10,과천(590),X,27,28,20.8,14.3,73,X, ,X,높음
2022-09-10,양주(598),X,27.5,29.2,20.9,14.3,71,X, ,X,높음
2022-09-10,단양(601),X,26.7,27.5,19.7,14,73,X, ,X,높음
2022-09-10,진천(602),X,26.9,27.6,21,15.6,74,X, ,X,높음
2022-09-10,괴산(603),X,26.6,27.6,20.3,14.2,75,X, ,X,높음
2022-09-10,옥천(604),X,25.9,26,20.9,17.2,74,X, ,X,높음
2022-09-10,홍북(608),X,26.7,27.6,21.7,17.7,62,X, ,X,높음
2022-09-10,공주(612),X,26.5,27.3,21.6,17,68,X, ,X,높음
2022-09-10,서천(614),X,28.1,28.1,22,17.4,71,X, ,X,보통
2022-09-10,논산(615),X,27,27.1,22.3,18.2,64,X, ,X,높음
2022-09-10,당진(616),X,26.7,27.2,22.1,18.1,68,X, ,X,높음
2022-09-10,청양(618),X,26.8,26.7,20.7,15.9,76,X, ,X,높음
2022-09-10,음성(619),X,25.2,25.8,18.7,13.9,76,X, ,X,높음
2022-09-10,증평(623),X,26.1,27,21.5,16.1,69,X, ,X,높음
2022-09-10,태안(627),X,27.1,27,22.8,19.1,64,X, ,X,높음
2022-09-10,예산(628),X,27,27.7,22.5,18.8,66,X, ,X,높음
2022-09-10,아산(634),X,26.8,27.2,22.6,17.7,60,X, ,X,높음
2022-09-10,계룡(636),X,25.4,25.8,21.1,16.7,64,X, ,X,높음
2022-09-10,연천청산(652),X,,,,,,X, ,X,높음
2022-09-10,양양(670),X,25.1,23.6,19.9,14.9,77,X, ,X,높음
2022-09-10,무안(699),X,27,26.5,22.1,18.7,80,X, ,X,보통
2022-09-10,무주(701),X,24.3,23.9,19.6,16.3,76,X, ,X,높음
2022-09-10,익산(702),X,28.1,27.9,21.5,18,80,X, ,X,높음
2022-09-10,진안(703),X,24.7,23.8,18.8,15.7,82,X, ,X,높음
2022-09-10,담양(706),X,28.8,28,22,18.1,84,X, ,X,보통
2022-09-10,구례(709),X,26.6,25.8,20.8,17.5,88,X, ,X,높음
2022-09-10,나주(710),X,27.9,26.9,21.9,18,84,X, ,X,보통
2022-09-10,순천시(712),X,26.7,26.6,22.8,19.9,65,X, ,X,보통
2022-09-10,광양읍(713),X,28.1,28.4,22.9,19,66,X, ,X,보통
2022-09-10,장성(730),X,27.4,27.5,21.9,18.8,81,X, ,X,보통
2022-09-10,영암(731),X,28.3,27.2,22.4,17.8,81,X, ,X,높음
2022-09-10,보성(732),X,27.5,27,21.2,17.3,82,X, ,X,높음
2022-09-10,완주(734),X,27.2,27.1,21.2,17.1,77,X, ,X,높음
2022-09-10,김제(737),X,26.4,27,21.7,18.3,49,X, ,X,높음
2022-09-10,화순(741),X,27.7,27,21.5,17.8,79,X, ,X,보통
2022-09-10,함평(754),X,27.9,27.2,22,19,83,X, ,X,보통
2022-09-10,곡성(768),X,27.4,26.4,20.9,16.8,82,X, ,X,보통
2022-09-10,압해도(789),X,26.7,26.6,22.2,19.6,78,X, ,X,보통
2022-09-10,영양(801),X,24.7,24.7,19.1,13.4,82,X, ,X,높음
2022-09-10,성주(810),X,24.9,25.1,19.9,16.6,78,X, ,X,보통
2022-09-10,고령(812),X,25.3,24.6,19.7,15.8,83,X, ,X,보통
2022-09-10,청도(813),X,25.1,24.7,20.6,17,79,X, ,X,보통
2022-09-10,예천(815),X,26.2,26.8,19.8,14.9,73,X, ,X,높음
2022-09-10,김천(822),X,25,24.5,18.4,15,88,X, ,X,높음
2022-09-10,군위(823),X,25.2,24.5,19.3,15.6,87,X, ,X,높음
2022-09-10,칠곡(825),X,26,25.4,20.1,17.1,87,X, ,X,보통
2022-09-10,경산(827),X,25.8,25.5,20.8,18.3,74,X, ,X,보통
2022-09-10,삼척(876),X,26.3,25.1,20.6,16.7,79,X, ,X,높음
2022-09-10,속초(90),X,25.7,24.1,20.9,15.5,77.9,X, ,X,높음
2022-09-10,삼천포(907),X,26.6,25.9,22.4,18.7,68,X, ,X,보통
2022-09-10,고성(918),X,26.5,25.5,21.2,17.3,81,X, ,X,보통
2022-09-10,창녕(919),X,25.8,25.2,21.4,17.5,77,X, ,X,보통
2022-09-10,함안(920),X,25.8,24.7,20.4,15.6,85,X, ,X,보통
2022-09-10,북춘천(93),X,28.1,28.3,21.2,13.6,70.4,X, ,X,높음
2022-09-10,하동(932),X,26.1,25.5,22.6,19.9,68,X, ,X,보통
2022-09-10,철원(95),X,27.7,28.7,20.8,13.4,67.3,X, ,X,높음
2022-09-10,동두천(98),X,27.2,28.1,21,14.6,69.9,X, ,X,높음
2022-09-10,파주(99),X,27.5,27.6,20.1,14.1,78,X, ,X,보통
2022-09-11,북강릉(104),X,26,24.3,21.5,19.8,84.5,X, ,X,보통
2022-09-11,동해(106),X,26.3,24.6,21.5,19.2,88.1,X, ,X,보통
2022-09-11,서울(108),X,26.7,26.4,23.3,20.6,68.6,X, ,X,보통
2022-09-11,인천(112),X,26,26,22.7,21.2,69.4,X, ,X,보통
2022-09-11,원주(114),X,26.4,26.6,22.3,18.4,69.4,X, ,X,보통
2022-09-11,울릉도(115),X,25.7,23.5,21.7,20.7,90.1,X, ,X,보통
2022-09-11,수원(119),X,26.7,26.6,22.8,20.4,69.4,X, ,X,보통
2022-09-11,영월(121),X,28.9,28.8,21.4,17.3,76.9,X, ,X,보통
2022-09-11,충주(127),X,27.7,27.5,23,19.1,71.9,X, ,X,보통
2022-09-11,서산(129),X,26,25.3,21.7,19,74.9,X, ,X,보통
2022-09-11,울진(130),X,26.9,25.3,21.5,19.1,85.8,X, ,X,보통
2022-09-11,청주(131),X,27.5,28.6,24.4,20.2,59,X, ,X,보통
2022-09-11,대전(133),X,28.8,28.9,24,20,64.4,X, ,X,보통
2022-09-11,추풍령(135),X,26.3,25.7,21,15.8,78.1,X, ,X,높음
2022-09-11,안동(136),X,27.3,27.2,21.8,17.7,76.3,X, ,X,보통
2022-09-11,상주(137),X,28.8,28.1,22.3,18,79.1,X, ,X,높음
2022-09-11,포항(138),X,26.8,24.9,22.9,21.2,82.4,X, ,X,높음
2022-09-11,군산(140),X,28.1,27.9,23.3,19.6,70.3,X, ,X,높음
2022-09-11,대구(143),X,28.5,27.6,22.7,18.1,80.4,X, ,X,보통
2022-09-11,전주(146),X,29.4,29.5,24.2,18.9,64.6,X, ,X,높음
2022-09-11,울산(152),X,27.5,26.4,22.8,20.4,80,X, ,X,보통
2022-09-11,창원(155),X,28.7,28.4,23.2,19.6,72.8,X, ,X,보통
2022-09-11,광주(156),X,29.6,29.1,24.1,19,81.8,X, ,X,보통
2022-09-11,부산(159),X,29.3,28.6,23.8,21,76.1,X, ,X,보통
2022-09-11,통영(162),X,29.6,28.2,23.6,20.2,80,X, ,X,보통
2022-09-11,목포(165),X,28.1,27.3,23.4,20.2,73.6,X, ,X,보통
2022-09-11,여수(168),X,28.1,27.5,24,21.5,70.3,X, ,X,보통
2022-09-11,흑산도(169),X,26.5,25.4,22.1,20.1,85,X, ,X,높음
2022-09-11,완도(170),X,29,28.2,23.6,19.8,77.5,X, ,X,보통
2022-09-11,고창(172),X,29.2,29.6,23.1,17.7,74.4,X, ,X,높음
2022-09-11,제주(184),X,29.6,27.6,24.7,23,90.3,X, ,X,보통
2022-09-11,진주(192),X,29,28.4,22.4,17.1,82.1,X, ,X,보통
2022-09-11,양평(202),X,26.2,25.7,22,18.9,77.5,X, ,X,보통
2022-09-11,이천(203),X,27.6,26.7,22.3,18.3,79.5,X, ,X,보통
2022-09-11,인제(211),X,26.4,25.9,21.5,17.7,78.3,X, ,X,보통
2022-09-11,홍천(212),X,26.5,26.2,21.2,17.3,79.5,X, ,X,보통
2022-09-11,태백(216),X,22.3,20.8,17.5,16.2,86.6,X, ,X,보통
2022-09-11,정선군(217),X,25.6,25.4,20.3,17,76.6,X, ,X,보통
2022-09-11,제천(221),X,26.8,26.2,21.2,17.4,79.1,X, ,X,보통
2022-09-11,보은(226),X,27.1,26.6,21.8,17,79.5,X, ,X,보통
2022-09-11,천안(232),X,27.7,27.4,22.3,17.6,80.6,X, ,X,보통
2022-09-11,보령(235),X,27.7,26.8,22.8,19.6,68.6,X, ,X,보통
2022-09-11,부여(236),X,28.6,28.8,23,18.5,76.6,X, ,X,보통
2022-09-11,금산(238),X,28.6,28.8,22.1,15.7,76.9,X, ,X,높음
2022-09-11,세종(239),X,28.2,28.3,23.3,19.4,68.1,X, ,X,보통
2022-09-11,부안(243),X,28.8,29,23.2,18.5,74.9,X, ,X,높음
2022-09-11,임실(244),X,27.9,27.6,21.3,15.9,79.9,X, ,X,높음
2022-09-11,정읍(245),X,29.2,29.3,23.2,18.2,71.1,X, ,X,높음
2022-09-11,남원(247),X,27.9,27.7,22.7,17.3,71.1,X, ,X,보통
2022-09-11,장수(248),X,27.1,26.8,20,13.2,83,X, ,X,높음
2022-09-11,영광군(252),X,29.1,29,22.8,18.2,78.3,X, ,X,높음
2022-09-11,김해시(253),X,30.5,29.7,23.3,19.6,76.4,X, ,X,보통
2022-09-11,순창군(254),X,28.9,29,22.6,16.7,78.9,X, ,X,높음
2022-09-11,양산시(257),X,30.5,29.8,24.6,21.6,75.1,X, ,X,보통
2022-09-11,강진군(259),X,29.8,29.6,23.6,18.8,76.6,X, ,X,보통
2022-09-11,장흥(260),X,29,28.4,22.4,17.4,83.6,X, ,X,보통
2022-09-11,해남(261),X,29.5,28.6,23.4,20.2,78.3,X, ,X,보통
2022-09-11,고흥(262),X,28.1,27.3,22.7,18.5,76.3,X, ,X,보통
2022-09-11,의령군(263),X,29.7,29.1,22.6,16.9,82.9,X, ,X,보통
2022-09-11,함양군(264),X,28.4,28.1,21.8,16.6,77.3,X, ,X,높음
2022-09-11,진도군ASOS(268),X,29.5,28.8,22.5,18.6,82.4,X, ,X,보통
2022-09-11,봉화(271),X,25.2,24.7,19.3,15.2,82.4,X, ,X,보통
2022-09-11,영주(272),X,26.4,25.8,20.9,16.7,82,X, ,X,보통
